subject,condition,named,afc,whichItem,trial
1,3,1,1,191,107
1,1,1,0,23,108
1,4,1,1,186,109
1,1,1,1,57,110
1,2,1,1,135,111
1,2,1,1,74,112
1,1,0,0,159,113
1,2,1,1,157,114
1,3,1,1,151,115
1,4,1,1,8,116
1,1,1,0,39,117
1,2,1,1,144,118
1,3,1,1,81,119
1,4,1,1,73,120
1,4,1,1,68,121
1,3,1,1,96,122
1,1,0,1,18,123
1,1,0,0,162,124
1,2,1,1,33,125
1,2,0,1,140,126
1,4,0,1,153,127
1,3,1,1,97,128
2,3,0,1,118,1
2,1,1,0,124,2
2,1,0,0,161,3
2,2,0,1,86,4
2,3,1,1,181,5
2,4,1,1,177,6
2,4,1,1,107,7
2,2,0,1,3,8
2,4,0,1,179,9
2,4,1,1,64,10
2,1,1,1,163,11
2,2,1,1,29,12
2,3,0,1,184,13
2,1,1,1,100,14
2,3,0,1,115,15
2,2,0,0,6,16
2,4,1,1,166,17
2,3,1,1,189,18
2,2,1,1,37,19
2,1,0,0,183,20
2,2,0,1,85,21
2,4,1,1,102,22
2,3,0,0,111,23
2,1,1,1,137,24
2,2,1,1,25,25
2,4,1,1,110,26
2,4,1,1,129,27
2,1,0,0,28,28
2,1,0,0,185,29
2,3,0,1,19,30
2,3,0,1,125,31
2,2,1,1,112,32
2,1,1,0,192,33
2,1,0,1,126,34
2,2,1,1,147,35
2,2,1,0,61,36
2,3,1,1,31,37
2,4,1,1,66,38
2,3,0,0,52,39
2,4,1,1,30,40
2,3,1,1,26,41
2,2,1,1,121,42
2,3,1,1,47,43
2,4,1,1,69,44
2,4,1,1,95,45
2,1,0,0,167,46
2,2,1,1,146,47
2,1,1,1,133,48
2,2,0,0,113,49
2,4,1,1,155,50
2,1,0,1,80,51
2,3,0,0,187,52
2,2,1,0,34,53
2,4,1,1,7,54
2,3,1,1,99,55
2,1,1,0,139,56
2,3,1,1,2,57
2,2,1,1,76,58
2,1,0,0,14,59
2,3,0,1,56,60
2,4,0,1,141,61
2,2,1,0,4,62
2,1,0,1,50,63
2,4,1,1,119,64
2,1,1,0,32,65
2,3,1,1,143,66
2,4,0,1,103,67
2,2,0,1,88,68
2,1,0,1,44,69
2,4,1,1,98,70
2,2,1,1,150,71
2,3,0,1,71,72
2,2,1,1,156,73
2,4,1,1,78,74
2,2,0,0,40,75
2,4,1,1,11,76
2,1,0,1,43,77
2,1,1,1,122,78
2,3,0,1,20,79
2,3,0,1,128,80
2,1,1,0,79,81
2,2,1,1,13,82
2,4,0,1,62,83
2,4,1,1,104,84
2,3,0,1,154,85
2,2,1,1,72,86
2,1,0,0,174,87
2,3,0,1,165,88
2,1,0,0,59,89
2,4,1,1,1,90
2,2,1,1,89,91
2,3,0,1,45,92
2,3,1,1,176,93
2,2,0,1,16,94
2,1,1,0,131,95
2,4,0,1,123,96
2,3,1,1,58,97
2,1,1,0,188,98
2,3,1,1,117,99
2,2,0,1,90,100
2,2,0,0,53,101
2,4,0,1,60,102
2,4,1,1,172,103
2,1,0,1,145,104
2,4,1,1,191,105
2,1,0,0,15,106
2,2,1,1,57,107
2,4,0,0,170,108
2,1,0,1,186,109
2,3,1,1,74,110
2,3,0,1,135,111
2,2,0,1,23,112
2,1,1,1,8,113
2,2,0,0,39,114
2,4,1,1,151,115
2,4,1,1,81,116
2,3,1,1,144,117
2,1,0,1,73,118
2,2,0,1,159,119
2,3,1,1,157,120
2,3,0,0,33,121
2,2,0,1,18,122
2,1,0,0,68,123
2,1,0,1,153,124
2,4,1,1,97,125
2,2,0,1,162,126
2,3,1,1,140,127
2,4,1,1,96,128
3,2,1,1,181,1
3,2,0,1,118,2
3,3,0,1,107,3
3,4,1,1,124,4
3,4,1,1,161,5
3,1,0,0,86,6
3,3,1,0,177,7
3,1,0,1,3,8
3,3,0,0,179,9
3,1,1,0,6,10
3,4,1,1,163,11
3,2,0,1,184,12
3,2,0,1,115,13
3,4,1,1,100,14
3,3,0,1,64,15
3,1,0,1,29,16
3,3,0,1,102,17
3,1,1,1,37,18
3,4,1,1,183,19
3,3,0,0,166,20
3,2,0,1,189,21
3,4,1,1,137,22
3,1,0,0,85,23
3,2,0,1,111,24
3,2,1,1,19,25
3,3,1,0,110,26
3,1,1,0,112,27
3,2,1,1,125,28
3,1,1,1,25,29
3,4,1,1,28,30
3,4,0,0,185,31
3,3,1,1,129,32
3,2,1,1,31,33
3,4,0,1,126,34
3,4,1,1,192,35
3,3,0,0,66,36
3,1,0,1,147,37
3,3,1,0,30,38
3,2,0,0,52,39
3,1,0,0,61,40
3,3,0,1,95,41
3,4,0,1,167,42
3,4,0,0,133,43
3,2,1,1,26,44
3,2,0,0,47,45
3,1,0,1,121,46
3,1,0,1,146,47
3,3,1,0,69,48
3,1,0,1,113,49
3,4,0,0,80,50
3,2,1,1,99,51
3,1,0,1,34,52
3,4,0,1,139,53
3,2,0,0,187,54
3,3,1,1,7,55
3,3,0,0,155,56
3,4,1,1,14,57
3,4,1,1,50,58
3,1,1,1,76,59
3,3,0,1,141,60
3,2,0,0,56,61
3,2,1,1,2,62
3,3,0,0,119,63
3,1,0,0,4,64
3,2,0,0,71,65
3,3,0,1,103,66
3,4,1,1,32,67
3,1,0,1,150,68
3,4,1,1,44,69
3,1,0,0,88,70
3,2,1,1,143,71
3,3,1,1,98,72
3,4,1,1,122,73
3,2,0,1,128,74
3,4,1,1,43,75
3,1,0,1,40,76
3,1,1,0,156,77
3,3,1,0,78,78
3,3,1,1,11,79
3,2,1,1,20,80
3,3,1,1,104,81
3,2,1,1,154,82
3,4,0,0,174,83
3,1,0,1,13,84
3,2,1,1,165,85
3,3,0,1,62,86
3,1,1,0,72,87
3,4,1,1,79,88
3,3,1,1,1,89
3,1,1,1,16,90
3,1,1,0,89,91
3,3,0,1,123,92
3,2,1,1,176,93
3,4,1,1,59,94
3,4,1,1,131,95
3,2,1,1,45,96
3,4,0,1,145,97
3,1,0,0,53,98
3,1,0,0,90,99
3,3,1,0,172,100
3,2,1,1,117,101
3,2,0,0,58,102
3,4,1,1,188,103
3,3,1,1,60,104
3,4,0,1,186,105
3,2,1,1,74,106
3,1,0,1,57,107
3,3,0,1,191,108
3,4,1,1,15,109
3,1,0,0,23,110
3,2,0,0,135,111
3,3,1,1,170,112
3,1,0,1,39,113
3,4,1,1,73,114
3,3,1,0,151,115
3,3,1,1,81,116
3,2,1,1,157,117
3,1,0,1,159,118
3,2,1,1,144,119
3,4,1,1,8,120
3,1,0,0,162,121
3,2,1,1,33,122
3,3,1,1,96,123
3,4,0,1,153,124
3,2,1,1,140,125
3,1,1,1,18,126
3,4,1,1,68,127
3,3,1,1,97,128
4,1,1,0,161,1
4,2,0,1,3,2
4,2,0,1,86,3
4,4,1,1,177,4
4,4,1,1,107,5
4,3,0,1,118,6
4,1,0,0,124,7
4,3,1,1,181,8
4,2,1,0,6,9
4,1,1,1,100,10
4,1,0,0,163,11
4,4,0,1,179,12
4,3,0,1,184,13
4,4,1,1,64,14
4,3,0,0,115,15
4,2,1,1,29,16
4,4,1,1,102,17
4,2,0,1,85,18
4,2,1,1,37,19
4,1,0,1,183,20
4,4,1,1,166,21
4,1,0,0,137,22
4,3,1,1,189,23
4,3,0,0,111,24
4,3,0,1,19,25
4,4,0,0,110,26
4,2,1,1,25,27
4,1,0,0,28,28
4,2,1,1,112,29
4,1,0,0,185,30
4,4,1,1,129,31
4,3,1,1,125,32
4,2,1,1,61,33
4,2,1,1,147,34
4,1,1,1,192,35
4,4,1,1,66,36
4,3,1,0,31,37
4,4,1,1,30,38
4,3,0,1,52,39
4,1,0,1,126,40
4,2,1,1,121,41
4,1,1,1,167,42
4,3,0,1,47,43
4,4,0,1,95,44
4,1,1,0,133,45
4,2,1,1,146,46
4,4,1,1,69,47
4,3,1,1,26,48
4,4,1,0,155,49
4,2,1,1,113,50
4,3,0,1,99,51
4,1,0,0,139,52
4,2,1,0,34,53
4,1,0,1,80,54
4,3,0,1,187,55
4,4,1,1,7,56
4,2,1,0,4,57
4,1,0,0,14,58
4,1,0,1,50,59
4,3,0,1,2,60
4,4,0,1,141,61
4,3,0,0,56,62
4,2,1,0,76,63
4,4,1,1,119,64
4,4,0,1,103,65
4,3,0,0,71,66
4,1,1,0,32,67
4,2,1,1,150,68
4,3,0,0,143,69
4,2,1,1,88,70
4,1,0,0,44,71
4,4,1,1,98,72
4,3,0,0,20,73
4,4,1,1,11,74
4,1,0,0,43,75
4,4,1,1,78,76
4,3,0,0,128,77
4,2,0,0,40,78
4,2,1,1,156,79
4,1,1,1,122,80
4,4,1,1,104,81
4,4,0,1,62,82
4,2,1,1,13,83
4,1,0,0,174,84
4,3,0,1,165,85
4,3,0,0,154,86
4,2,1,0,72,87
4,1,1,0,79,88
4,3,1,1,176,89
4,1,0,0,59,90
4,4,1,1,1,91
4,2,1,1,16,92
4,3,0,1,45,93
4,4,0,1,123,94
4,2,1,1,89,95
4,1,1,0,131,96
4,3,0,0,117,97
4,2,0,0,90,98
4,2,0,0,53,99
4,1,1,0,188,100
4,3,0,0,58,101
4,1,0,0,145,102
4,4,0,0,172,103
4,4,0,1,60,104
4,3,0,0,135,105
4,1,0,0,15,106
4,4,1,1,191,107
4,4,0,0,170,108
4,2,0,1,23,109
4,1,1,1,186,110
4,2,0,1,57,111
4,3,1,1,74,112
4,2,0,1,159,113
4,4,1,1,81,114
4,1,1,1,8,115
4,3,1,1,144,116
4,2,0,0,39,117
4,1,1,1,73,118
4,4,1,1,151,119
4,3,1,1,157,120
4,4,1,1,96,121
4,1,1,0,153,122
4,1,0,0,68,123
4,3,1,0,140,124
4,2,0,0,162,125
4,4,1,1,97,126
4,3,0,0,33,127
4,2,0,0,18,128
5,2,0,1,181,1
5,1,0,0,86,2
5,4,0,0,161,3
5,3,0,0,107,4
5,1,0,1,3,5
5,3,0,1,177,6
5,4,0,0,124,7
5,2,0,1,118,8
5,4,1,0,100,9
5,1,0,0,6,10
5,1,0,0,29,11
5,4,0,1,163,12
5,2,0,1,115,13
5,3,0,0,179,14
5,2,0,0,184,15
5,3,1,1,64,16
5,4,0,0,137,17
5,3,0,0,102,18
5,1,1,0,37,19
5,1,0,1,85,20
5,4,0,0,183,21
5,2,0,0,189,22
5,3,0,1,166,23
5,2,0,1,111,24
5,2,0,0,19,25
5,1,0,0,25,26
5,4,0,0,28,27
5,3,0,0,129,28
5,2,0,0,125,29
5,1,0,0,112,30
5,3,0,1,110,31
5,4,0,0,185,32
5,1,0,1,61,33
5,3,0,1,30,34
5,2,0,1,52,35
5,3,0,1,66,36
5,1,0,1,147,37
5,4,0,1,192,38
5,4,0,1,126,39
5,2,0,1,31,40
5,1,0,1,146,41
5,4,0,1,167,42
5,4,0,1,133,43
5,3,0,1,95,44
5,2,0,1,26,45
5,2,0,1,47,46
5,1,0,1,121,47
5,3,0,1,69,48
5,1,0,1,113,49
5,3,0,1,7,50
5,3,0,1,155,51
5,2,0,1,187,52
5,2,0,1,99,53
5,1,0,1,34,54
5,4,0,1,80,55
5,4,0,1,139,56
5,1,0,1,4,57
5,3,0,1,119,58
5,1,0,1,76,59
5,2,0,1,2,60
5,2,0,1,56,61
5,4,0,1,50,62
5,4,0,1,14,63
5,3,0,1,141,64
5,4,0,1,32,65
5,3,0,1,98,66
5,1,0,1,88,67
5,3,0,1,103,68
5,2,0,1,71,69
5,1,0,1,150,70
5,2,0,1,143,71
5,4,0,1,44,72
5,4,0,1,43,73
5,1,0,1,156,74
5,3,0,1,11,75
5,2,0,1,20,76
5,3,0,1,78,77
5,1,0,1,40,78
5,2,0,1,128,79
5,4,0,1,122,80
5,2,0,1,154,81
5,1,0,1,13,82
5,4,0,1,79,83
5,2,0,1,165,84
5,3,0,1,104,85
5,1,0,1,72,86
5,3,0,1,62,87
5,4,0,1,174,88
5,1,0,1,16,89
5,1,0,1,89,90
5,2,0,1,45,91
5,4,0,1,59,92
5,2,0,1,176,93
5,4,0,1,131,94
5,3,0,1,1,95
5,3,0,1,123,96
5,3,0,1,172,97
5,3,0,1,60,98
5,1,0,1,53,99
5,4,0,1,188,100
5,4,0,1,145,101
5,2,0,1,58,102
5,1,0,1,90,103
5,2,0,1,117,104
5,1,0,1,23,105
5,4,0,1,15,106
5,3,0,1,170,107
5,1,0,1,57,108
5,2,0,1,135,109
5,2,0,1,74,110
5,4,0,1,186,111
5,3,0,1,191,112
5,3,0,1,81,113
5,2,0,1,144,114
5,4,0,1,73,115
5,1,0,1,39,116
5,2,0,1,157,117
5,1,0,1,159,118
5,4,0,1,8,119
5,3,0,1,151,120
5,3,0,1,97,121
5,4,0,1,153,122
5,2,0,1,33,123
5,1,0,1,18,124
5,4,0,1,68,125
5,3,0,1,96,126
5,1,0,1,162,127
5,2,0,1,140,128
6,3,0,0,118,1
6,2,0,0,3,2
6,4,0,0,177,3
6,3,0,0,181,4
6,1,0,0,124,5
6,4,0,0,107,6
6,2,0,0,86,7
6,1,0,1,161,8
6,2,0,1,29,9
6,2,0,1,6,10
6,3,0,1,184,11
6,4,0,1,64,12
6,1,1,0,100,13
6,3,0,1,115,14
6,1,1,1,163,15
6,4,0,1,179,16
6,1,0,0,137,17
6,4,1,1,102,18
6,2,1,1,37,19
6,3,0,1,111,20
6,2,0,1,85,21
6,3,0,1,189,22
6,1,0,1,183,23
6,4,1,1,166,24
6,4,0,0,110,25
6,2,1,1,112,26
6,3,1,1,125,27
6,4,1,1,129,28
6,1,0,1,28,29
6,2,1,1,25,30
6,1,0,0,185,31
6,3,0,1,19,32
6,4,1,1,66,33
6,3,0,0,52,34
6,1,0,0,126,35
6,4,1,1,30,36
6,2,0,0,61,37
6,2,0,1,147,38
6,3,0,1,31,39
6,1,1,0,192,40
6,2,0,1,121,41
6,1,1,0,133,42
6,2,0,1,146,43
6,4,1,1,69,44
6,3,0,0,26,45
6,4,0,0,95,46
6,1,0,1,167,47
6,3,0,0,47,48
6,4,0,0,155,49
6,1,0,0,80,50
6,1,0,1,139,51
6,2,0,0,113,52
6,3,0,0,187,53
6,2,1,0,34,54
6,3,0,1,99,55
6,4,0,1,7,56
6,4,1,1,141,57
6,2,0,1,76,58
6,2,0,0,4,59
6,3,0,1,56,60
6,1,0,1,14,61
6,3,1,0,2,62
6,1,0,1,50,63
6,4,1,0,119,64
6,3,0,1,71,65
6,1,1,0,44,66
6,4,1,1,98,67
6,2,0,0,150,68
6,3,0,1,143,69
6,1,1,1,32,70
6,2,1,1,88,71
6,4,0,1,103,72
6,4,0,0,78,73
6,3,0,0,128,74
6,2,1,1,156,75
6,4,1,1,11,76
6,1,0,1,43,77
6,2,0,0,40,78
6,3,0,1,20,79
6,1,1,1,122,80
6,4,0,1,62,81
6,1,0,1,79,82
6,2,0,1,72,83
6,3,0,1,165,84
6,3,0,1,154,85
6,4,0,1,104,86
6,2,0,1,13,87
6,1,0,1,174,88
6,4,0,1,123,89
6,2,0,1,89,90
6,2,0,1,16,91
6,1,0,1,131,92
6,3,0,1,176,93
6,1,0,1,59,94
6,3,0,1,45,95
6,4,0,1,1,96
6,2,0,1,90,97
6,4,0,1,172,98
6,4,0,1,60,99
6,3,0,1,58,100
6,3,0,1,117,101
6,1,0,1,188,102
6,1,0,1,145,103
6,2,0,1,53,104
6,4,0,1,191,105
6,1,0,1,15,106
6,1,0,1,186,107
6,3,0,1,74,108
6,2,0,1,23,109
6,3,0,1,135,110
6,2,0,1,57,111
6,4,0,1,170,112
6,2,0,1,159,113
6,1,0,1,8,114
6,1,0,1,73,115
6,2,0,1,39,116
6,4,0,1,81,117
6,4,0,1,151,118
6,3,0,1,144,119
6,3,0,1,157,120
6,1,0,1,68,121
6,4,0,1,97,122
6,1,0,1,153,123
6,3,0,1,140,124
6,2,0,1,18,125
6,2,0,1,162,126
6,3,0,1,33,127
6,4,0,1,96,128
7,1,1,0,107,1
7,1,0,0,177,2
7,3,0,0,3,3
7,3,0,0,86,4
7,2,1,1,161,5
7,2,0,0,124,6
7,4,0,0,181,7
7,4,0,1,118,8
7,2,0,1,163,9
7,1,0,0,64,10
7,3,0,1,6,11
7,4,0,0,115,12
7,3,0,1,29,13
7,4,0,1,184,14
7,2,1,1,100,15
7,1,0,0,179,16
7,2,0,1,183,17
7,3,0,1,85,18
7,2,0,1,137,19
7,4,0,1,111,20
7,1,0,1,166,21
7,1,0,0,102,22
7,3,0,1,37,23
7,4,1,1,189,24
7,2,0,1,185,25
7,1,0,0,110,26
7,4,0,0,19,27
7,1,0,1,129,28
7,3,0,1,112,29
7,3,0,0,25,30
7,2,1,1,28,31
7,4,0,0,125,32
7,1,0,1,30,33
7,4,0,0,52,34
7,3,0,1,147,35
7,2,1,1,192,36
7,2,0,1,126,37
7,1,0,1,66,38
7,4,0,0,31,39
7,3,1,0,61,40
7,2,0,0,133,41
7,1,0,1,95,42
7,1,0,0,69,43
7,2,0,0,167,44
7,4,0,0,26,45
7,3,0,1,146,46
7,4,0,0,47,47
7,3,0,0,121,48
7,1,0,0,7,49
7,2,0,0,80,50
7,4,0,1,187,51
7,4,0,1,99,52
7,3,0,1,113,53
7,3,0,1,34,54
7,1,0,0,155,55
7,2,0,1,139,56
7,4,0,1,56,57
7,2,0,1,50,58
7,4,0,1,2,59
7,1,0,1,141,60
7,3,0,0,4,61
7,1,0,0,119,62
7,2,0,1,14,63
7,3,0,0,76,64
7,2,1,1,32,65
7,4,0,1,71,66
7,1,0,1,103,67
7,1,0,1,98,68
7,2,0,1,44,69
7,3,0,0,88,70
7,3,0,1,150,71
7,4,1,1,143,72
7,2,0,1,43,73
7,3,0,0,40,74
7,1,0,1,78,75
7,4,0,1,20,76
7,2,0,0,122,77
7,4,0,1,128,78
7,3,0,0,156,79
7,1,0,1,11,80
7,2,1,1,79,81
7,2,0,1,174,82
7,3,0,0,72,83
7,1,0,0,62,84
7,4,0,1,154,85
7,3,0,0,13,86
7,4,0,1,165,87
7,1,0,0,104,88
7,1,0,0,123,89
7,4,0,1,176,90
7,1,0,0,1,91
7,3,0,1,89,92
7,2,0,1,131,93
7,4,0,1,45,94
7,2,0,1,59,95
7,3,0,0,16,96
7,1,0,0,172,97
7,4,0,0,117,98
7,1,0,0,60,99
7,2,0,1,188,100
7,2,0,1,145,101
7,3,0,1,53,102
7,3,0,1,90,103
7,4,0,0,58,104
7,2,0,0,186,105
7,3,0,1,23,106
7,4,0,0,74,107
7,3,0,0,57,108
7,1,0,0,170,109
7,1,0,1,191,110
7,4,0,1,135,111
7,2,0,0,15,112
7,3,0,1,159,113
7,1,0,1,81,114
7,3,0,0,39,115
7,2,0,0,73,116
7,4,0,1,157,117
7,1,0,1,151,118
7,4,0,1,144,119
7,2,0,1,8,120
7,2,0,0,153,121
7,4,0,1,33,122
7,2,0,0,68,123
7,1,0,0,97,124
7,3,0,1,18,125
7,3,0,0,162,126
7,1,0,1,96,127
7,4,0,0,140,128
8,4,1,1,3,1
8,2,0,0,177,2
8,3,1,1,124,3
8,4,0,1,86,4
8,2,1,1,107,5
8,1,0,0,181,6
8,3,1,0,161,7
8,1,0,0,118,8
8,4,0,1,29,9
8,2,1,1,179,10
8,3,1,0,163,11
8,1,0,1,184,12
8,4,1,1,6,13
8,3,0,1,100,14
8,1,0,1,115,15
8,2,1,1,64,16
8,2,0,0,102,17
8,1,0,0,111,18
8,4,0,0,85,19
8,3,0,1,183,20
8,2,0,0,166,21
8,3,0,1,137,22
8,4,1,1,37,23
8,1,0,0,189,24
8,1,0,0,19,25
8,2,1,1,129,26
8,3,0,0,28,27
8,4,1,1,112,28
8,4,1,1,25,29
8,2,1,0,110,30
8,1,1,0,125,31
8,3,0,0,185,32
8,2,0,0,66,33
8,1,0,1,52,34
8,4,1,0,61,35
8,1,1,1,31,36
8,4,1,1,147,37
8,3,0,1,126,38
8,3,1,1,192,39
8,2,0,1,30,40
8,2,0,1,95,41
8,1,0,0,47,42
8,3,1,1,133,43
8,4,0,0,121,44
8,3,0,1,167,45
8,1,0,1,26,46
8,2,1,1,69,47
8,4,1,1,146,48
8,3,0,1,80,49
8,2,1,0,155,50
8,3,0,1,139,51
8,1,1,0,187,52
8,4,1,0,34,53
8,1,0,1,99,54
8,2,1,0,7,55
8,4,0,0,113,56
8,1,0,0,2,57
8,4,1,1,4,58
8,1,0,0,56,59
8,3,0,0,14,60
8,4,0,1,76,61
8,3,1,1,50,62
8,2,0,0,119,63
8,2,0,0,141,64
8,4,1,1,88,65
8,1,0,0,143,66
8,1,0,1,71,67
8,3,1,1,32,68
8,2,1,0,98,69
8,2,1,1,103,70
8,4,0,0,150,71
8,3,0,1,44,72
8,4,1,1,156,73
8,1,0,0,128,74
8,1,0,1,20,75
8,3,1,1,122,76
8,4,0,1,40,77
8,2,0,1,11,78
8,2,1,1,78,79
8,3,0,1,43,80
8,2,1,1,104,81
8,4,1,1,13,82
8,1,0,1,154,83
8,4,1,1,72,84
8,3,1,1,79,85
8,2,1,1,62,86
8,3,0,1,174,87
8,1,0,0,165,88
8,1,0,1,45,89
8,4,1,1,89,90
8,1,0,1,176,91
8,3,0,0,59,92
8,4,1,1,16,93
8,3,1,1,131,94
8,2,0,1,123,95
8,2,0,1,1,96
8,3,0,1,188,97
8,3,0,1,145,98
8,2,1,1,172,99
8,1,0,1,117,100
8,4,0,1,90,101
8,1,0,0,58,102
8,4,0,0,53,103
8,2,1,1,60,104
8,3,0,1,186,105
8,4,1,1,57,106
8,2,0,0,191,107
8,4,1,1,23,108
8,1,1,0,74,109
8,3,0,0,15,110
8,1,0,0,135,111
8,2,1,1,170,112
8,4,1,1,39,113
8,1,1,1,157,114
8,2,1,1,81,115
8,4,1,1,159,116
8,1,1,1,144,117
8,3,0,1,8,118
8,2,0,0,151,119
8,3,1,1,73,120
8,4,0,1,162,121
8,2,1,1,97,122
8,3,0,1,153,123
8,3,1,1,68,124
8,1,1,1,140,125
8,4,1,1,18,126
8,2,0,0,96,127
8,1,0,0,33,128
9,3,0,1,118,1
9,1,0,1,161,2
9,2,0,1,86,3
9,3,0,1,181,4
9,4,1,1,107,5
9,4,1,1,177,6
9,2,0,1,3,7
9,1,1,1,124,8
9,1,0,0,163,9
9,4,0,1,64,10
9,2,1,1,6,11
9,3,0,1,184,12
9,1,0,1,100,13
9,2,0,1,29,14
9,3,0,0,115,15
9,4,0,1,179,16
9,1,0,1,183,17
9,2,0,1,85,18
9,4,1,1,166,19
9,4,0,1,102,20
9,3,0,1,111,21
9,3,0,1,189,22
9,2,1,1,37,23
9,1,1,1,137,24
9,2,1,1,25,25
9,2,1,1,112,26
9,4,0,0,110,27
9,1,0,1,185,28
9,1,0,0,28,29
9,3,0,1,19,30
9,3,0,1,125,31
9,4,0,1,129,32
9,2,0,0,61,33
9,4,1,1,66,34
9,3,0,1,31,35
9,1,0,0,126,36
9,3,0,1,52,37
9,4,1,1,30,38
9,2,0,1,147,39
9,1,1,0,192,40
9,2,0,0,146,41
9,1,1,0,133,42
9,1,0,0,167,43
9,4,1,1,69,44
9,3,0,1,26,45
9,2,0,1,121,46
9,3,0,0,47,47
9,4,0,1,95,48
9,3,1,1,99,49
9,2,1,1,113,50
9,1,1,1,139,51
9,1,0,1,80,52
9,2,0,1,34,53
9,3,0,0,187,54
9,4,1,0,155,55
9,4,0,1,7,56
9,3,0,1,2,57
9,3,0,1,56,58
9,4,1,1,141,59
9,4,0,1,119,60
9,2,0,1,76,61
9,1,0,1,14,62
9,1,1,0,50,63
9,2,0,1,4,64
9,1,0,1,32,65
9,2,0,0,150,66
9,4,1,1,98,67
9,1,0,1,44,68
9,4,1,1,103,69
9,3,0,0,71,70
9,3,1,0,143,71
9,2,0,1,88,72
9,4,1,1,78,73
9,2,0,0,40,74
9,2,1,1,156,75
9,3,0,1,128,76
9,1,1,1,122,77
9,4,0,1,11,78
9,3,1,1,20,79
9,1,0,0,43,80
9,2,1,1,13,81
9,3,0,1,154,82
9,1,0,0,174,83
9,3,0,1,165,84
9,4,1,1,104,85
9,2,1,1,72,86
9,1,1,1,79,87
9,4,1,1,62,88
9,4,1,1,123,89
9,4,1,1,1,90
9,3,0,1,45,91
9,2,1,1,89,92
9,1,0,0,59,93
9,3,1,1,176,94
9,1,1,1,131,95
9,2,1,1,16,96
9,4,1,1,60,97
9,2,1,1,90,98
9,3,0,1,117,99
9,3,0,0,58,100
9,1,1,1,188,101
9,1,0,0,145,102
9,4,1,1,172,103
9,2,0,1,53,104
9,3,0,1,135,105
9,4,0,1,191,106
9,2,1,1,23,107
9,1,1,1,186,108
9,3,1,1,74,109
9,2,0,1,57,110
9,4,1,1,170,111
9,1,0,1,15,112
9,4,1,1,151,113
9,1,0,1,73,114
9,2,0,1,39,115
9,3,1,1,144,116
9,3,1,1,157,117
9,1,0,0,8,118
9,4,1,1,81,119
9,2,0,1,159,120
9,4,1,1,97,121
9,2,0,0,162,122
9,1,1,0,153,123
9,4,1,1,96,124
9,3,0,0,140,125
9,1,0,1,68,126
9,2,0,0,18,127
9,3,0,0,33,128
10,3,0,1,3,1
10,1,0,0,177,2
10,2,0,1,161,3
10,4,1,1,118,4
10,2,1,1,124,5
10,1,0,1,107,6
10,3,0,1,86,7
10,4,1,1,181,8
10,1,1,1,179,9
10,2,1,1,100,10
10,3,1,1,29,11
